index,equity
353,9894.436907500587
354,9894.436907500587
355,9894.436907500587
356,9894.436907500587
357,9894.436907500587
358,9894.436907500587
359,9894.436907500587
360,9894.436907500587
361,9894.436907500587
362,9894.436907500587
363,9894.436907500587
364,9894.436907500587
365,9894.436907500587
366,9894.436907500587
367,9894.436907500587
368,9894.436907500587
369,9894.436907500587
370,9894.436907500587
371,9894.436907500587
372,9894.436907500587
373,9894.436907500587
374,9894.436907500587
375,9894.436907500587
376,9894.436907500587
377,9894.436907500587
378,9894.436907500587
379,9894.436907500587
380,9894.436907500587
381,9894.436907500587
382,9894.436907500587
383,9894.436907500587
384,9894.436907500587
385,9894.436907500587
386,9894.436907500587
387,9894.436907500587
388,9894.436907500587
389,9894.436907500587
390,9894.436907500587
391,9894.436907500587
392,9894.436907500587
393,9894.436907500587
394,9894.436907500587
395,9894.436907500587
396,9894.436907500587
397,9894.436907500587
398,9894.436907500587
399,9894.436907500587
400,9894.436907500587
401,9894.436907500587
402,9894.436907500587
403,9894.436907500587
404,9894.436907500587
405,9894.436907500587
406,9894.436907500587
407,9894.436907500587
408,9894.436907500587
409,9894.436907500587
410,9894.436907500587
411,9894.436907500587
412,10089.742644273887
413,10089.742644273887
414,10089.742644273887
415,10089.742644273887
416,10089.742644273887
417,10089.742644273887
418,10089.742644273887
419,10089.742644273887
420,10089.742644273887
421,10089.742644273887
422,10089.742644273887
423,10089.742644273887
424,10089.742644273887
425,10089.742644273887
426,10089.742644273887
427,10089.742644273887
428,10089.742644273887
429,10089.742644273887
430,10089.742644273887
431,10089.742644273887
432,10089.742644273887
433,10089.742644273887
434,10089.742644273887
435,10089.742644273887
436,10089.742644273887
437,10089.742644273887
438,10089.742644273887
439,10089.742644273887
440,10089.742644273887
441,10089.742644273887
442,10089.742644273887
443,10089.742644273887
444,10089.742644273887
445,10089.742644273887
446,10089.742644273887
447,10089.742644273887
448,10089.742644273887
449,10089.742644273887
450,10089.742644273887
451,10089.742644273887
452,10089.742644273887
453,10089.742644273887
454,10089.742644273887
455,10089.742644273887
456,10089.742644273887
457,10089.742644273887
458,10089.742644273887
459,10089.742644273887
460,10089.742644273887
461,10089.742644273887
462,10089.742644273887
463,10089.742644273887
464,10089.742644273887
465,10089.742644273887
466,10089.742644273887
467,10126.418030455294
468,10126.418030455294
469,10126.418030455294
470,10126.418030455294
471,10126.418030455294
472,10126.418030455294
473,10126.418030455294
474,10126.418030455294
475,10126.418030455294
476,10126.418030455294
477,10126.418030455294
478,10126.418030455294
479,10126.418030455294
480,10126.418030455294
481,10126.418030455294
482,10126.418030455294
483,10126.418030455294
484,10155.538493101887
485,10155.538493101887
486,10155.538493101887
487,10155.538493101887
488,10155.538493101887
489,10155.538493101887
490,10155.538493101887
491,10155.538493101887
492,10155.538493101887
493,10155.538493101887
494,10155.538493101887
495,10155.538493101887
496,10155.538493101887
497,10155.538493101887
498,10155.538493101887
499,10155.538493101887
500,10155.538493101887
501,10155.538493101887
502,10155.538493101887
503,10155.538493101887
504,10155.538493101887
505,10155.538493101887
506,10155.538493101887
507,10155.538493101887
508,10155.538493101887
509,10155.538493101887
510,10155.538493101887
511,10155.538493101887
512,10236.926735263725
513,10236.926735263725
514,10236.926735263725
515,10236.926735263725
516,10236.926735263725
517,10236.926735263725
518,10236.926735263725
519,10236.926735263725
520,10236.926735263725
521,10236.926735263725
522,10236.926735263725
523,10236.926735263725
524,10281.080218233701
525,10281.080218233701
526,10281.080218233701
527,10281.080218233701
528,10281.080218233701
529,10281.080218233701
530,10281.080218233701
531,10281.080218233701
532,10281.080218233701
533,10281.080218233701
534,10281.080218233701
535,10281.080218233701
536,10281.080218233701
537,10281.080218233701
538,10281.080218233701
539,10281.080218233701
540,10281.080218233701
541,10281.080218233701
542,10281.080218233701
543,10281.080218233701
544,10281.080218233701
545,10281.080218233701
546,10281.080218233701
547,10281.080218233701
548,10281.080218233701
549,10281.080218233701
550,10281.080218233701
551,10281.080218233701
552,10281.080218233701
553,10281.080218233701
554,10281.080218233701
555,10281.080218233701
556,10281.080218233701
557,10281.080218233701
558,10281.080218233701
559,10281.080218233701
560,10281.080218233701
561,10281.080218233701
562,10281.080218233701
563,10281.080218233701
564,10281.080218233701
565,10281.080218233701
566,10281.080218233701
567,10281.080218233701
568,10281.080218233701
569,10281.080218233701
570,10281.080218233701
571,10281.080218233701
572,10256.883434931786
573,10256.883434931786
574,10256.883434931786
575,10256.883434931786
576,10256.883434931786
577,10256.883434931786
578,10256.883434931786
579,10256.883434931786
